Date,Season,Week,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,AwayTeam,HomeTeam,AwayScore,HomeScore,TotalScore,OverUnder,PointSpread,AwayScoreQuarter1,AwayScoreQuarter2,AwayScoreQuarter3,AwayScoreQuarter4,AwayScoreOvertime,HomeScoreQuarter1,HomeScoreQuarter2,HomeScoreQuarter3,HomeScoreQuarter4,HomeScoreOvertime,AwayTimeOfPosession,HomeTimeOfPosession,AwayFirstDowns,HomeFirstDowns,AwayFirstDownsByRushing,HomeFirstDownsByRushing,AwayFirstDownsByPassing,HomeFirstDownsByPassing,AwayFirstDownsByPenalty,HomeFirstDownsByPenalty,AwayOffensivePlays,HomeOffensivePlays,AwayOffensiveYards,HomeOffensiveYards,AwayOffensiveYardsPerPlay,HomeOffensiveYardsPerPlay,AwayTouchdowns,HomeTouchdowns,AwayRushingAttempts,HomeRushingAttempts,AwayRushingYards,HomeRushingYards,AwayRushingYardsPerAttempt,HomeRushingYardsPerAttempt,AwayRushingTouchdowns,HomeRushingTouchdowns,AwayPassingAttempts,HomePassingAttempts,AwayPassingCompletions,HomePassingCompletions,AwayPassingYards,HomePassingYards,AwayPassingTouchdowns,HomePassingTouchdowns,AwayPassingInterceptions,HomePassingInterceptions,AwayPassingYardsPerAttempt,HomePassingYardsPerAttempt,AwayPassingYardsPerCompletion,HomePassingYardsPerCompletion,AwayCompletionPercentage,HomeCompletionPercentage,AwayPasserRating,HomePasserRating,AwayThirdDownAttempts,HomeThirdDownAttempts,AwayThirdDownConversions,HomeThirdDownConversions,AwayThirdDownPercentage,HomeThirdDownPercentage,AwayFourthDownAttempts,HomeFourthDownAttempts,AwayFourthDownConversions,HomeFourthDownConversions,AwayFourthDownPercentage,HomeFourthDownPercentage,AwayRedZoneAttempts,HomeRedZoneAttempts,AwayRedZoneConversions,HomeRedZoneConversions,AwayGoalToGoAttempts,HomeGoalToGoAttempts,AwayGoalToGoConversions,HomeGoalToGoConversions,AwayReturnYards,HomeReturnYards,AwayPenalties,HomePenalties,AwayPenaltyYards,HomePenaltyYards,AwayFumbles,HomeFumbles,AwayFumblesLost,HomeFumblesLost,AwayTimesSacked,HomeTimesSacked,AwayTimesSackedYards,HomeTimesSackedYards,AwaySafeties,HomeSafeties,AwayPunts,HomePunts,AwayPuntYards,HomePuntYards,AwayPuntAverage,HomePuntAverage,AwayGiveaways,HomeGiveaways,AwayTakeaways,HomeTakeaways,AwayTurnoverDifferential,HomeTurnoverDifferential,AwayKickoffs,HomeKickoffs,AwayKickoffsInEndZone,HomeKickoffsInEndZone,AwayKickoffTouchbacks,HomeKickoffTouchbacks,AwayPuntsHadBlocked,HomePuntsHadBlocked,AwayPuntNetAverage,HomePuntNetAverage,AwayExtraPointKickingAttempts,HomeExtraPointKickingAttempts,AwayExtraPointKickingConversions,HomeExtraPointKickingConversions,AwayExtraPointsHadBlocked,HomeExtraPointsHadBlocked,AwayExtraPointPassingAttempts,HomeExtraPointPassingAttempts,AwayExtraPointPassingConversions,HomeExtraPointPassingConversions,AwayExtraPointRushingAttempts,HomeExtraPointRushingAttempts,AwayExtraPointRushingConversions,HomeExtraPointRushingConversions,AwayFieldGoalAttempts,HomeFieldGoalAttempts,AwayFieldGoalsMade,HomeFieldGoalsMade,AwayFieldGoalsHadBlocked,HomeFieldGoalsHadBlocked,AwayPuntReturns,HomePuntReturns,AwayPuntReturnYards,HomePuntReturnYards,AwayKickReturns,HomeKickReturns,AwayKickReturnYards,HomeKickReturnYards,AwayInterceptionReturns,HomeInterceptionReturns,AwayInterceptionReturnYards,HomeInterceptionReturnYards
9/8/1985 12:00:00 AM,1985,1,,Grass,,,,NYJ,LARAID,0,31,31,40.5,-9.0,0,0,0,0,0,7,14,7,3,0,28:21,31:39,14,19,,,,,,,57,67,193,356,3.4,5.3,,,24,35,62,122,2.6,3.5,,,29,22,16,15,131,234,,,2,0,4.5,10.6,8.2,15.6,55.2,68.2,,,,,,,,,,,,,,,,,,,,,,,0,125,2,7,10,60,1,0,0,0,4,10,24,61,,,7,4,294,144,42,36,2,0,0,2,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/1985 12:00:00 AM,1985,1,,Artificial,,,,SD,BUF,14,9,23,47.5,6.0,7,7,0,0,0,3,6,0,0,0,26:17,33:43,17,19,,,,,,,62,72,308,455,5.0,6.3,,,32,25,100,84,3.1,3.4,,,29,46,16,31,208,371,,,1,2,7.2,8.1,13,12.0,55.2,67.4,,,,,,,,,,,,,,,,,,,,,,,31,28,1,7,37,50,2,1,1,1,1,1,6,10,,,7,5,322,195,46,39,2,3,3,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/1985 12:00:00 AM,1985,1,,Grass,,,,DEN,LARAMS,16,20,36,38.0,1.0,0,16,0,0,0,3,7,0,10,0,23:35,36:25,13,19,,,,,,,61,68,277,285,4.5,4.2,,,18,37,63,147,3.5,4.0,,,39,29,18,16,214,138,,,1,2,5.5,4.8,11.9,8.6,46.2,55.2,,,,,,,,,,,,,,,,,,,,,,,28,11,8,4,46,25,2,2,2,1,4,2,36,15,,,7,5,287,185,41,37,3,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/1985 12:00:00 AM,1985,1,,Artificial,,,,WAS,DAL,14,44,58,43.5,1.5,0,7,0,7,0,3,14,13,14,0,31:21,28:39,24,19,,,,,,,78,68,369,319,4.7,4.7,,,33,33,120,113,3.6,3.4,,,43,33,19,14,249,206,,,6,0,5.8,6.2,13.1,14.7,44.2,42.4,,,,,,,,,,,,,,,,,,,,,,,0,84,3,3,25,30,1,2,1,1,2,2,13,8,,,5,6,210,288,42,48,7,1,1,7,-6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/1985 12:00:00 AM,1985,2,,Artificial,,,,LARAID,KC,20,36,56,44.0,1.5,7,7,0,6,0,3,9,17,7,0,30:38,29:22,22,18,,,,,,,73,70,340,325,4.7,4.6,,,23,29,67,84,2.9,2.9,,,48,38,34,18,273,241,,,2,0,5.7,6.3,8.0,13.4,70.8,47.4,,,,,,,,,,,,,,,,,,,,,,,14,41,3,6,49,36,4,2,3,1,2,3,18,30,,,5,5,230,190,46,38,5,1,1,5,-4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Artificial,,,,LARAMS,PHI,17,6,23,38.0,4.5,10,0,0,7,0,3,3,0,0,0,33:42,26:18,16,16,,,,,,,74,62,334,300,4.5,4.8,,,43,26,173,120,4.0,4.6,,,26,34,11,14,161,180,,,1,4,6.2,5.3,14.6,12.9,42.3,41.2,,,,,,,,,,,,,,,,,,,,,,,126,21,3,6,25,35,2,3,1,3,5,2,31,10,,,7,3,217,135,31,45,2,7,7,2,5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Dome,,,,DAL,DET,21,26,47,45.5,5.5,0,0,0,21,0,10,3,13,0,0,34:26,25:34,33,13,,,,,,,89,54,554,200,6.2,3.7,,,25,26,102,72,4.1,2.8,,,62,24,40,10,452,128,,,3,1,7.3,5.3,11.3,12.8,64.5,41.7,,,,,,,,,,,,,,,,,,,,,,,23,46,13,10,88,76,2,0,2,0,2,4,13,29,,,2,6,80,246,40,41,5,1,1,5,-4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Grass,,,,HOU,WAS,13,16,29,46.0,-10.5,0,10,3,0,0,13,3,0,0,0,24:40,35:20,11,20,,,,,,,57,69,188,333,3.3,4.8,,,24,43,81,240,3.4,5.6,,,28,22,12,15,107,93,,,0,1,3.8,4.2,8.9,6.2,42.9,68.2,,,,,,,,,,,,,,,,,,,,,,,38,9,12,6,111,43,2,2,0,2,5,4,45,30,,,6,5,270,200,45,40,0,3,3,0,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Grass,,,,NE,CHI,7,20,27,44.0,-5.0,0,0,0,7,0,7,3,10,0,0,22:35,37:25,10,18,,,,,,,54,73,206,369,3.8,5.1,,,16,44,27,160,1.7,3.6,,,35,23,15,13,179,209,,,3,1,5.1,9.1,11.9,16.1,42.9,56.5,,,,,,,,,,,,,,,,,,,,,,,15,18,8,2,70,10,1,1,1,1,3,6,23,55,,,11,8,506,296,46,37,4,2,2,4,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Grass,,,,CIN,STL,27,41,68,48.5,-4.0,7,7,3,10,0,7,10,10,14,0,25:17,34:43,20,27,,,,,,,72,71,370,447,5.1,6.3,,,29,38,116,210,4,5.5,,,41,31,22,17,254,237,,,0,1,6.2,7.6,11.5,13.9,53.7,54.8,,,,,,,,,,,,,,,,,,,,,,,84,73,6,4,44,45,2,2,2,1,2,2,13,7,,,6,4,246,160,41,40,2,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Artificial,,,,BUF,NYJ,3,42,45,40.5,-3.5,3,0,0,0,0,0,21,14,7,0,23:9,36:51,16,27,,,,,,,58,76,270,532,4.7,7,,,14,42,82,288,5.9,6.9,,,43,30,21,20,188,244,,,4,0,4.4,8.1,9.0,12.2,48.8,66.7,,,,,,,,,,,,,,,,,,,,,,,8,26,14,13,82,99,2,1,1,0,1,4,13,34,,,5,4,200,180,40,45,5,0,0,5,-5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Grass,,,,IND,MIA,13,30,43,44.5,-18.0,0,7,0,6,0,3,10,3,14,0,25:54,34:6,17,33,,,,,,,55,81,298,486,5.4,6,,,23,31,96,157,4.2,5.1,,,32,48,16,29,202,329,,,1,0,6.3,6.9,12.6,11.3,50.0,60.4,,,,,,,,,,,,,,,,,,,,,,,113,28,7,3,62,20,1,1,0,1,0,2,0,12,,,5,1,215,62,43,62,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Grass,,,,ATL,SF,16,35,51,45.0,-14.0,7,3,3,3,0,0,0,14,21,0,33:24,26:36,18,23,,,,,,,71,62,253,380,3.6,6.1,,,30,30,123,196,4.1,6.5,,,38,26,23,19,130,184,,,0,1,3.4,7.1,5.7,9.7,60.5,73.1,,,,,,,,,,,,,,,,,,,,,,,12,47,9,7,78,50,2,0,1,0,3,6,20,50,,,5,4,215,160,43,40,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Grass,,,,MIN,TB,31,16,47,46.0,-3.0,7,10,7,7,0,0,3,7,6,0,28:50,31:10,18,22,,,,,,,60,61,262,349,4.4,5.7,,,31,23,79,115,2.5,5,,,28,38,18,26,183,234,,,2,2,6.5,6.2,10.2,9,64.3,68.4,,,,,,,,,,,,,,,,,,,,,,,47,15,9,8,67,52,0,3,0,3,1,0,3,0,,,3,2,141,40,47,20,2,5,5,2,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Grass,,,,NYG,GB,20,23,43,42.0,1.0,0,6,7,7,0,10,7,0,6,0,23:53,36:7,17,20,,,,,,,65,73,315,290,4.8,4.0,,,21,41,76,126,3.6,3.1,,,40,27,21,15,239,164,,,0,1,6.0,6.1,11.4,10.9,52.5,55.6,,,,,,,,,,,,,,,,,,,,,,,17,53,6,9,69,65,2,3,1,1,4,5,24,33,,,8,7,360,238,45,34,1,2,2,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Grass,,,,NO,DEN,23,34,57,39.5,-10.0,0,6,10,7,0,7,17,7,3,0,28:3,31:57,17,22,,,,,,,60,74,342,432,5.7,5.8,,,27,24,107,105,4.0,4.4,,,30,44,18,28,235,327,,,0,1,7.8,7.4,13.1,11.7,60.0,63.6,,,,,,,,,,,,,,,,,,,,,,,53,46,6,10,81,75,1,1,1,1,3,6,26,45,,,5,6,225,258,45,43,1,2,2,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1985 12:00:00 AM,1985,2,,Grass,,,,SEA,SD,49,35,84,46.0,3.5,7,7,28,7,0,10,13,6,6,0,33:12,26:48,30,32,,,,,,,76,70,489,557,6.4,8.0,,,40,19,196,63,4.9,3.3,,,33,49,22,34,293,494,,,0,1,8.9,10.1,13.3,14.5,66.7,69.4,,,,,,,,,,,,,,,,,,,,,,,10,19,5,7,25,89,1,5,0,3,3,2,24,14,,,6,5,228,230,38,46,0,4,4,0,4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/1985 12:00:00 AM,1985,2,,Grass,,,,PIT,CLE,7,17,24,41.5,2.0,0,0,0,7,0,0,7,3,7,0,23:37,36:23,15,21,,,,,,,70,68,216,293,3.1,4.3,,,19,36,54,145,2.8,4.0,,,45,30,18,18,162,148,,,2,1,3.6,4.9,9,8.2,40.0,60.0,,,,,,,,,,,,,,,,,,,,,,,79,52,8,7,67,50,0,2,0,0,6,2,58,16,,,10,9,440,297,44,33,2,1,1,2,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/1985 12:00:00 AM,1985,3,,Dome,,,,CHI,MIN,33,24,57,41.5,3.0,3,3,24,3,0,3,7,7,7,0,31:44,28:16,21,23,,,,,,,67,71,480,445,7.2,6.3,,,30,15,127,34,4.2,2.3,,,33,55,21,28,353,411,,,1,3,10.7,7.5,16.8,14.7,63.6,50.9,,,,,,,,,,,,,,,,,,,,,,,42,34,10,6,66,45,0,3,0,2,4,1,25,7,,,3,3,120,129,40,43,1,5,5,1,4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/1985 12:00:00 AM,1985,3,,Dome,,,,DET,IND,6,14,20,44.0,5.0,0,3,3,0,0,7,0,0,7,0,24:52,35:8,10,24,,,,,,,53,77,204,355,3.8,4.6,,,26,40,105,228,4.0,5.7,,,26,32,12,14,99,127,,,1,2,3.8,4.0,8.2,9.1,46.2,43.8,,,,,,,,,,,,,,,,,,,,,,,60,8,3,7,16,50,3,1,1,1,1,5,8,32,,,7,5,273,210,39,42,2,3,3,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/1985 12:00:00 AM,1985,3,,Artificial,,,,NE,BUF,17,14,31,42.5,6.5,3,7,7,0,0,0,7,0,7,0,31:6,28:54,14,16,,,,,,,62,59,227,306,3.7,5.2,,,40,20,122,55,3.0,2.8,,,22,39,13,23,105,251,,,1,1,4.8,6.4,8.1,10.9,59.1,59.0,,,,,,,,,,,,,,,,,,,,,,,133,50,4,10,34,80,2,1,1,0,0,0,0,0,,,7,9,336,405,48,45,2,1,1,2,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/1985 12:00:00 AM,1985,3,,Artificial,,,,STL,NYG,17,27,44,47.0,-2.0,7,3,0,7,0,7,3,10,7,0,30:40,29:20,18,19,,,,,,,55,70,289,318,5.3,4.5,,,20,43,83,155,4.2,3.6,,,34,23,18,10,206,163,,,2,1,6.1,7.1,11.4,16.3,52.9,43.5,,,,,,,,,,,,,,,,,,,,,,,13,47,10,8,75,70,3,0,1,0,1,4,4,28,,,5,5,235,245,47,49,3,1,1,3,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/1985 12:00:00 AM,1985,3,,Grass,,,,DEN,ATL,44,28,72,45.0,5.5,7,14,6,17,0,7,7,14,0,0,31:41,28:19,27,16,,,,,,,81,61,428,341,5.3,5.6,,,39,27,148,108,3.8,4,,,38,32,19,19,280,233,,,2,1,7.4,7.3,14.7,12.3,50.0,59.4,,,,,,,,,,,,,,,,,,,,,,,11,75,7,6,41,103,1,2,0,1,4,2,38,11,,,3,6,120,252,40,42,2,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/1985 12:00:00 AM,1985,3,,Artificial,,,,SD,CIN,44,41,85,55.5,-4.5,3,17,14,10,0,7,6,21,7,0,29:24,30:36,26,32,,,,,,,71,72,517,448,7.3,6.2,,,25,28,173,152,6.9,5.4,,,43,44,25,26,344,296,,,2,2,8,6.7,13.8,11.4,58.1,59.1,,,,,,,,,,,,,,,,,,,,,,,55,39,6,5,70,40,1,4,1,3,3,0,24,0,,,3,3,153,108,51,36,3,5,5,3,2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/1985 12:00:00 AM,1985,3,,Artificial,,,,HOU,PIT,0,20,20,43.0,-6.0,0,0,0,0,0,14,3,3,0,0,25:26,34:34,8,22,,,,,,,46,68,134,335,2.9,4.9,,,22,46,50,233,2.3,5.1,,,21,19,12,9,84,102,,,1,0,4,5.4,7,11.3,57.1,47.4,,,,,,,,,,,,,,,,,,,,,,,6,25,4,4,20,35,2,0,1,0,3,3,24,17,,,7,4,266,140,38,35,2,0,0,2,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/1985 12:00:00 AM,1985,3,,Artificial,,,,CLE,DAL,7,20,27,41.0,-7.0,0,0,0,7,0,3,7,7,3,0,26:35,33:25,15,20,,,,,,,57,71,297,343,5.2,4.8,,,31,33,128,131,4.1,4.0,,,26,34,14,22,169,212,,,2,1,6.5,6.2,12.1,9.6,53.8,64.7,,,,,,,,,,,,,,,,,,,,,,,33,2,9,6,93,40,2,3,1,1,0,4,0,24,,,5,3,190,135,38,45,3,2,2,3,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
